work_id,description,state,state_code,district,constituency,mp_name,agency,category,estimated_cost,sanctioned_amount,expenditure,utilization,cost_deviation,expected_days,actual_days,delayed,delay_days,sanction_date,expected_completion,actual_completion,status,duplicate_candidate,signals,primary_signal,risk_score,risk_tier
W-10637,"Construction of library block at higher secondary school, Ward 11",Rajasthan,IN-RJ,Kota,Kota (PC-7),Hon'ble MP — Kota PC,Pragati Construction Cell,Education,841000,827000,692000,83.7,-7,270,270,False,0,2025-09-20T00:00:00.000Z,2026-06-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-10638,"Construction of CC road with side drains, Sector 7",West Bengal,IN-WB,Bardhaman,Bardhaman (PC-32),Hon'ble MP — Bardhaman PC,Meridian Infra Works,Road Construction,2018000,1984000,1426000,71.9,-10,282,282,False,0,2025-07-20T00:00:00.000Z,2026-04-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
W-10639,"Provision of smart-classroom and furniture setup, Ward 4",Chhattisgarh,IN-CT,Raipur,Raipur (PC-23),Hon'ble MP — Raipur PC,Meridian Infra Works,Education,768000,798000,556000,69.7,-10,360,434,True,74,2025-07-02T00:00:00.000Z,2026-06-27T00:00:00.000Z,,Delayed,False,Project delay,Project delay,40,MEDIUM
W-10640,"Construction of common facility centre, New Colony",Telangana,IN-TG,Karimnagar,Karimnagar (PC-4),Hon'ble MP — Karimnagar PC,Sahyog Development Trust,Community Infrastructure,2459000,2838000,3657000,128.9,49,284,403,True,119,2025-05-23T00:00:00.000Z,2026-03-03T00:00:00.000Z,,Delayed,False,Cost anomaly; Expenditure anomaly; Project delay; Progress mismatch,Cost anomaly,61,HIGH
W-10641,"Construction of ambulance shed and waiting hall, Ward 11",Tamil Nadu,IN-TN,Salem,Salem (PC-36),Hon'ble MP — Salem PC,Setu Public Works Division,Health,1586000,1664000,1092000,65.6,15,245,245,False,0,2025-05-13T00:00:00.000Z,2026-01-13T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,43,MEDIUM
W-10642,"Miscellaneous local area development works, Block B",Uttar Pradesh,IN-UP,Gorakhpur,Gorakhpur (PC-19),Hon'ble MP — Gorakhpur PC,Nabh Infra Consortium,Other,422000,428000,296000,69.2,-33,274,274,False,0,2025-09-06T00:00:00.000Z,2026-06-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-10643,"Construction of library block at higher secondary school, Sector 7",Gujarat,IN-GJ,Rajkot,Rajkot (PC-7),Hon'ble MP — Rajkot PC,Arth Development Board,Education,445000,511000,364000,71.2,-43,244,244,False,0,2025-09-26T00:00:00.000Z,2026-05-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-10644,"Construction of RCC culvert and link road, Ward 11",Gujarat,IN-GJ,Surat,Surat (PC-15),Hon'ble MP — Surat PC,Samruddhi Infra Board,Road Construction,1965000,2156000,1647000,76.4,-2,330,330,False,0,2025-09-23T00:00:00.000Z,2026-08-19T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-10645,"Construction of RCC culvert and link road, Block B",Tamil Nadu,IN-TN,Salem,Salem (PC-27),Hon'ble MP — Salem PC,Unnati Infra Solutions,Road Construction,1412000,1471000,881000,59.9,-33,349,349,False,0,2025-10-20T00:00:00.000Z,2026-10-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-10646,"Miscellaneous local area development works, Phase II",Andhra Pradesh,IN-AP,Guntur,Guntur (PC-25),Hon'ble MP — Guntur PC,Disha Municipal Works,Other,458000,553000,350000,63.3,-14,334,334,False,0,2025-10-08T00:00:00.000Z,2026-09-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-10647,"Installation of public address and CCTV system, Phase II",Rajasthan,IN-RJ,Jaipur,Jaipur (PC-14),Hon'ble MP — Jaipur PC,Aarambh Engineering Board,Other,571000,639000,399000,62.4,0,269,269,False,0,2025-06-21T00:00:00.000Z,2026-03-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
W-10648,"Widening and strengthening of internal roads, Sector 7",Andhra Pradesh,IN-AP,Guntur,Guntur (PC-9),Hon'ble MP — Guntur PC,Utkarsh Rural Agency,Road Construction,1745000,2027000,1277000,63,-8,338,338,False,0,2025-10-29T00:00:00.000Z,2026-10-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
W-10649,"Construction of community health sub-centre, Block B",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-30),Hon'ble MP — Udaipur PC,Setu Public Works Division,Health,801000,949000,413000,43.5,-35,239,239,False,0,2025-12-09T00:00:00.000Z,2026-08-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,23,LOW
W-10650,"Construction of public toilet block, Ward 11",Uttarakhand,IN-UT,Haridwar,Haridwar (PC-29),Hon'ble MP — Haridwar PC,Aarambh Engineering Board,Public Amenities,596000,691000,414000,59.9,-4,235,235,False,0,2025-09-05T00:00:00.000Z,2026-04-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,44,MEDIUM
W-10651,"Construction of additional classrooms at Govt. School, Gram Panchayat",Madhya Pradesh,IN-MP,Jabalpur,Jabalpur (PC-22),Hon'ble MP — Jabalpur PC,Unnati Infra Solutions,Education,554000,593000,452000,76.2,-33,246,246,False,0,2025-05-01T00:00:00.000Z,2026-01-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-10652,"Blacktopping of village approach road, Ward 4",Gujarat,IN-GJ,Surat,Surat (PC-1),Hon'ble MP — Surat PC,Samruddhi Infra Board,Road Construction,1416000,1648000,1518000,92.1,-25,316,316,False,0,2026-01-25T00:00:00.000Z,2026-12-07T00:00:00.000Z,2026-12-07T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,26,LOW
W-10653,"Provision of smart-classroom and furniture setup, Ward 11",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-20),Hon'ble MP — Bhavnagar PC,Utkarsh Rural Agency,Education,723000,881000,710000,80.6,-1,360,360,False,0,2025-07-31T00:00:00.000Z,2026-07-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-10654,"Construction of anganwadi and community shelter, Sector 7",Chhattisgarh,IN-CT,Korba,Korba (PC-40),Hon'ble MP — Korba PC,Disha Municipal Works,Community Infrastructure,1948000,2221000,1927000,86.8,17,236,236,False,0,2025-06-18T00:00:00.000Z,2026-02-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,35,MEDIUM
W-10655,"Construction of community hall / bhavan, Ward 4",Maharashtra,IN-MH,Solapur,Solapur (PC-7),Hon'ble MP — Solapur PC,Nabh Infra Consortium,Community Infrastructure,1712000,1717000,1716000,99.9,-10,235,295,True,60,2025-09-01T00:00:00.000Z,2026-04-24T00:00:00.000Z,,Stalled,False,Project delay,Project delay,36,MEDIUM
W-10656,"Construction of additional classrooms at Govt. School, Ward 11",Rajasthan,IN-RJ,Bikaner,Bikaner (PC-15),Hon'ble MP — Bikaner PC,Sankalp Rural Development Corp,Education,709000,734000,612000,83.4,-18,327,327,False,0,2025-06-10T00:00:00.000Z,2026-05-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-10657,"Development of multipurpose sports ground, Sector 7",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-36),Hon'ble MP — Bhavnagar PC,Aarambh Engineering Board,Sports,600000,614000,510000,83.1,-37,335,335,False,0,2025-10-28T00:00:00.000Z,2026-09-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,16,LOW
W-10658,"Installation of solar street lighting, New Colony",Maharashtra,IN-MH,Nagpur,Nagpur (PC-14),Hon'ble MP — Nagpur PC,Samruddhi Infra Board,Public Amenities,494000,520000,236000,45.4,-28,229,229,False,0,2025-09-21T00:00:00.000Z,2026-05-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-10659,"Construction of community health sub-centre, Ward 4",Tamil Nadu,IN-TN,Madurai,Madurai (PC-23),Hon'ble MP — Madurai PC,Samruddhi Infra Board,Health,1390000,1377000,1306000,94.8,-5,330,330,False,0,2025-07-08T00:00:00.000Z,2026-06-03T00:00:00.000Z,2026-06-03T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,22,LOW
W-10660,"Miscellaneous local area development works, Phase II",Jharkhand,IN-JH,Bokaro,Bokaro (PC-18),Hon'ble MP — Bokaro PC,Nirman Urban Works Agency,Other,568000,627000,495000,78.9,-2,326,353,True,27,2025-10-03T00:00:00.000Z,2026-08-25T00:00:00.000Z,,Stalled,False,Project delay,Project delay,59,MEDIUM
W-10661,"Upgradation of PHC ward and medical equipment, Sector 7",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-4),Hon'ble MP — Lucknow PC,Vikas Engineering Corp,Health,1373000,1388000,636000,45.8,-4,245,245,False,0,2025-05-10T00:00:00.000Z,2026-01-10T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
W-10662,"Construction of overhead water tank, Ward 4",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-11),Hon'ble MP — Kanpur Nagar PC,Arth Development Board,Water & Sanitation,1049000,1060000,435000,41,-36,217,217,False,0,2026-01-09T00:00:00.000Z,2026-08-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-10663,"Miscellaneous local area development works, Gram Panchayat",Bihar,IN-BR,Gaya,Gaya (PC-39),Hon'ble MP — Gaya PC,Chetna Public Amenities Unit,Other,433000,465000,239000,51.4,-27,274,274,False,0,2025-12-21T00:00:00.000Z,2026-09-21T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,14,LOW
W-10664,"Installation of solar street lighting, Gram Panchayat",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-1),Hon'ble MP — Muzaffarpur PC,Nabh Infra Consortium,Public Amenities,407000,440000,288000,65.5,-39,213,213,False,0,2025-08-12T00:00:00.000Z,2026-03-13T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-10665,"Construction of library block at higher secondary school, Block B",Uttar Pradesh,IN-UP,Meerut,Meerut (PC-7),Hon'ble MP — Meerut PC,Arth Development Board,Education,831000,836000,778000,93.1,-6,307,307,False,0,2025-06-08T00:00:00.000Z,2026-04-11T00:00:00.000Z,2026-04-11T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,19,LOW
W-10666,"Construction of CC road with side drains, Ward 11",Gujarat,IN-GJ,Surat,Surat (PC-9),Hon'ble MP — Surat PC,Unnati Infra Solutions,Road Construction,1174000,1215000,1098000,90.4,-45,273,273,False,0,2026-01-14T00:00:00.000Z,2026-10-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-10667,"Boundary wall construction for school campus, Ward 4",Uttarakhand,IN-UT,Dehradun,Dehradun (PC-13),Hon'ble MP — Dehradun PC,Samruddhi Infra Board,Education,756000,880000,379000,43.1,-1,219,219,False,0,2025-07-03T00:00:00.000Z,2026-02-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-10668,"Construction of public toilet block, Phase II",Bihar,IN-BR,Darbhanga,Darbhanga (PC-27),Hon'ble MP — Darbhanga PC,Sahyog Development Trust,Public Amenities,364000,414000,192000,46.4,-42,342,342,False,0,2025-09-17T00:00:00.000Z,2026-08-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-10669,"Installation of public address and CCTV system, Zone 3",Tamil Nadu,IN-TN,Chennai,Chennai (PC-30),Hon'ble MP — Chennai PC,Arth Development Board,Other,707000,735000,491000,66.8,15,293,330,True,37,2025-05-04T00:00:00.000Z,2026-02-21T00:00:00.000Z,,Delayed,False,Project delay,Project delay,44,MEDIUM
W-10670,"Construction of indoor sports hall, Block B",Tamil Nadu,IN-TN,Madurai,Madurai (PC-18),Hon'ble MP — Madurai PC,Chetna Public Amenities Unit,Sports,880000,974000,386000,39.6,-1,311,311,False,0,2025-08-15T00:00:00.000Z,2026-06-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,14,LOW
W-10671,"Construction of open gym and sports facility, Ward 11",Maharashtra,IN-MH,Solapur,Solapur (PC-27),Hon'ble MP — Solapur PC,Utkarsh Rural Agency,Sports,664000,682000,570000,83.6,-30,214,214,False,0,2025-11-22T00:00:00.000Z,2026-06-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-10672,"Construction of anganwadi and community shelter, Block B",Maharashtra,IN-MH,Thane,Thane (PC-31),Hon'ble MP — Thane PC,Aadhar Works Agency,Community Infrastructure,1026000,1178000,539000,45.8,-38,287,287,False,0,2025-08-31T00:00:00.000Z,2026-06-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,14,LOW
W-10673,"Drainage and sanitation improvement works, Block B",Andhra Pradesh,IN-AP,Tirupati,Tirupati (PC-40),Hon'ble MP — Tirupati PC,Chetna Public Amenities Unit,Water & Sanitation,1283000,1547000,1109000,71.7,-6,352,352,False,0,2025-11-10T00:00:00.000Z,2026-10-28T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,11,LOW
W-10674,"Development of multipurpose sports ground, Block B",Uttar Pradesh,IN-UP,Varanasi,Varanasi (PC-27),Hon'ble MP — Varanasi PC,Chetna Public Amenities Unit,Sports,1426000,1490000,1814000,121.7,52,277,330,True,53,2025-12-16T00:00:00.000Z,2026-09-19T00:00:00.000Z,,Delayed,False,Cost anomaly; Expenditure anomaly; Project delay; Progress mismatch,Cost anomaly,64,HIGH
W-10675,"Construction of ambulance shed and waiting hall, Gram Panchayat",Bihar,IN-BR,Darbhanga,Darbhanga (PC-35),Hon'ble MP — Darbhanga PC,Sujal Water Works Cell,Health,1055000,1235000,623000,50.4,-15,279,279,False,0,2025-08-19T00:00:00.000Z,2026-05-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-10676,"Construction of CC road with side drains, Ward 4",Maharashtra,IN-MH,Aurangabad,Aurangabad (PC-14),Hon'ble MP — Aurangabad PC,Sahyog Development Trust,Road Construction,1798000,2083000,1370000,65.8,-5,239,239,False,0,2025-08-25T00:00:00.000Z,2026-04-21T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,46,MEDIUM
W-10677,"Miscellaneous local area development works, Block B",Madhya Pradesh,IN-MP,Bhopal,Bhopal (PC-21),Hon'ble MP — Bhopal PC,Prerna Civil Works Unit,Other,545000,559000,530000,94.8,-13,294,294,False,0,2026-01-03T00:00:00.000Z,2026-10-24T00:00:00.000Z,2026-10-24T00:00:00.000Z,Completed,False,Missing/invalid data,Missing/invalid data,17,LOW
W-10678,"Development of public park and pathways, Ward 4",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-1),Hon'ble MP — Lucknow PC,Pragati Construction Cell,Public Amenities,384000,424000,259000,61.1,-41,323,323,False,0,2025-06-25T00:00:00.000Z,2026-05-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-10679,"Development of multipurpose sports ground, Sector 7",Andhra Pradesh,IN-AP,Guntur,Guntur (PC-39),Hon'ble MP — Guntur PC,Vikas Engineering Corp,Sports,599000,676000,457000,67.6,-31,322,322,False,0,2025-11-11T00:00:00.000Z,2026-09-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,14,LOW
W-10680,"Construction of common facility centre, Ward 4",Jharkhand,IN-JH,Bokaro,Bokaro (PC-2),Hon'ble MP — Bokaro PC,Aadhar Works Agency,Community Infrastructure,1585000,1880000,1579000,84,-1,263,263,False,0,2025-12-31T00:00:00.000Z,2026-09-20T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-10681,"Construction of ambulance shed and waiting hall, Gram Panchayat",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-33),Hon'ble MP — Udaipur PC,Unnati Infra Solutions,Health,894000,1044000,921000,88.2,-28,338,338,False,0,2026-01-05T00:00:00.000Z,2026-12-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,25,LOW
W-10682,"Construction of RCC culvert and link road, Ward 11",Jharkhand,IN-JH,Dhanbad,Dhanbad (PC-10),Hon'ble MP — Dhanbad PC,Prerna Civil Works Unit,Road Construction,2106000,2213000,1385000,62.6,1,220,301,True,81,2025-11-13T00:00:00.000Z,2026-06-21T00:00:00.000Z,,Delayed,False,Project delay,Project delay,46,MEDIUM
W-10683,"Development of multipurpose sports ground, New Colony",Andhra Pradesh,IN-AP,Tirupati,Tirupati (PC-30),Hon'ble MP — Tirupati PC,Samruddhi Infra Board,Sports,950000,1014000,893000,88.1,3,262,262,False,0,2025-09-16T00:00:00.000Z,2026-06-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-10684,"Construction of community health sub-centre, Ward 4",Bihar,IN-BR,Gaya,Gaya (PC-35),Hon'ble MP — Gaya PC,Setu Public Works Division,Health,1091000,1122000,643000,57.3,-23,235,235,False,0,2025-06-16T00:00:00.000Z,2026-02-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-10685,"Construction of CC road with side drains, Zone 3",Karnataka,IN-KA,Kalaburagi,Kalaburagi (PC-21),Hon'ble MP — Kalaburagi PC,Pragati Construction Cell,Road Construction,2160000,2247000,1190000,53,2,299,299,False,0,2026-01-20T00:00:00.000Z,2026-11-15T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,8,LOW
W-10686,"Development of village playground, Zone 3",Delhi,IN-DL,New Delhi,New Delhi (PC-24),Hon'ble MP — New Delhi PC,Unnati Infra Solutions,Sports,766000,812000,563000,69.3,-17,238,238,False,0,2025-04-06T00:00:00.000Z,2025-11-30T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-10687,"Provision of smart-classroom and furniture setup, Block B",West Bengal,IN-WB,Kolkata,Kolkata (PC-15),Hon'ble MP — Kolkata PC,Sujal Water Works Cell,Education,506000,582000,353000,60.7,-35,212,212,False,0,2025-05-29T00:00:00.000Z,2025-12-27T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-10688,"Miscellaneous local area development works, Phase II",Telangana,IN-TG,Karimnagar,Karimnagar (PC-40),Hon'ble MP — Karimnagar PC,Prerna Civil Works Unit,Other,361000,437000,339000,77.6,-32,345,345,False,0,2025-07-17T00:00:00.000Z,2026-06-27T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-10689,"Boundary wall construction for school campus, Block B",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-32),Hon'ble MP — Kanpur Nagar PC,Disha Municipal Works,Education,718000,710000,659000,92.8,-20,319,319,False,0,2025-05-23T00:00:00.000Z,2026-04-07T00:00:00.000Z,2026-04-07T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,6,LOW
W-10690,"Construction of anganwadi and community shelter, Phase II",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-28),Hon'ble MP — Kanpur Nagar PC,Aarambh Engineering Board,Community Infrastructure,1820000,1839000,996000,54.2,-3,302,302,False,0,2025-11-10T00:00:00.000Z,2026-09-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-10691,"Construction of overhead water tank, Gram Panchayat",Uttar Pradesh,IN-UP,Varanasi,Varanasi (PC-27),Hon'ble MP — Varanasi PC,Aarambh Engineering Board,Water & Sanitation,1534000,1509000,1065000,70.6,-9,335,335,False,0,2025-05-01T00:00:00.000Z,2026-04-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-10692,"Installation of solar street lighting, Block B",Madhya Pradesh,IN-MP,Gwalior,Gwalior (PC-34),Hon'ble MP — Gwalior PC,Aarambh Engineering Board,Public Amenities,690000,690000,646000,93.6,-4,258,258,False,0,2025-11-25T00:00:00.000Z,2026-08-10T00:00:00.000Z,2026-08-10T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,13,LOW
